event,event_label,event_date,thread_source,thread_url,id,parent_id,author,body,score,date,query_used,lang,record_type
gs01_dividend_payment_missing_date,goldman sachs under fire for venezuela bond deal that critics sa | Dividend.Payment,,x,https://x.com/i/web/status/2028294470374945028,2028294470374945028,2028294470374945028,marketsday,"SBI Cards &amp; Payment Services Ltd will hold a Board Meeting on March 5, 2026, to consider interim dividend for FY25-26. The record date for dividend payment is fixed as March 11, 2026.",2,2026-03-02T02:21:00+00:00,"""goldman sachs under fire for venezuela bond deal"" OR ""Dividend.Payment"" -is:retweet lang:en",en,post
gs01_dividend_payment_missing_date,goldman sachs under fire for venezuela bond deal that critics sa | Dividend.Payment,,x,https://x.com/i/web/status/2028156245497000386,2028163961955262603,2028156245497000386,TrdeToScale,@jakobe0909 I can’t wait for my dividend payment.,2,2026-03-01T17:42:24+00:00,"""goldman sachs under fire for venezuela bond deal"" OR ""Dividend.Payment"" -is:retweet lang:en",en,reply
gs01_dividend_payment_missing_date,goldman sachs under fire for venezuela bond deal that critics sa | Dividend.Payment,,x,https://x.com/i/web/status/2027719443225190607,2027861481707241547,2027719443225190607,GregArena3,"@Alleninvests Bullshit, the stock value decreases the same amount as the dividend payment, it’s just giving you your money",2,2026-02-28T21:40:27+00:00,"""goldman sachs under fire for venezuela bond deal"" OR ""Dividend.Payment"" -is:retweet lang:en",en,reply
gs01_dividend_payment_missing_date,goldman sachs under fire for venezuela bond deal that critics sa | Dividend.Payment,,x,https://x.com/i/web/status/2027722315539066951,2027722343468998762,2027722315539066951,JuliusOnStocks,"Cash Flow: Operations Strong

— Cash from operations: KShs 292M.

— Investing activities: +KShs 187M inflow.

— Dividend payment: KShs 476M.

— Closing cash: KShs 88M.

10/",2,2026-02-28T12:27:34+00:00,"""goldman sachs under fire for venezuela bond deal"" OR ""Dividend.Payment"" -is:retweet lang:en",en,reply
gs01_dividend_payment_missing_date,goldman sachs under fire for venezuela bond deal that critics sa | Dividend.Payment,,x,https://x.com/i/web/status/2027479081281884279,2027694211655438426,2027479081281884279,Macr0_Nerd,@script_tofauti The good dividend payment will push its value to the regions on 650s,2,2026-02-28T10:35:47+00:00,"""goldman sachs under fire for venezuela bond deal"" OR ""Dividend.Payment"" -is:retweet lang:en",en,reply
gs01_dividend_payment_missing_date,goldman sachs under fire for venezuela bond deal that critics sa | Dividend.Payment,,x,https://x.com/i/web/status/2027659598375633387,2027661183398912164,2027659598375633387,OlusegunDavidO1,"@sentbottrader Great, dividend payment, joy for investors 🦾",2,2026-02-28T08:24:32+00:00,"""goldman sachs under fire for venezuela bond deal"" OR ""Dividend.Payment"" -is:retweet lang:en",en,reply
gs01_dividend_payment_missing_date,goldman sachs under fire for venezuela bond deal that critics sa | Dividend.Payment,,x,https://x.com/i/web/status/2027572903542157683,2027572903542157683,2027572903542157683,lukedretske,$0.01 dividend payment https://t.co/qlS29wUVmA,2,2026-02-28T02:33:45+00:00,"""goldman sachs under fire for venezuela bond deal"" OR ""Dividend.Payment"" -is:retweet lang:en",en,post
gs01_dividend_payment_missing_date,goldman sachs under fire for venezuela bond deal that critics sa | Dividend.Payment,,x,https://x.com/i/web/status/2027505361268174983,2027555657852064148,2027505361268174983,Alchemist1987,@MosesOfBTC @Rajatsoni I don't know alot when it comes to jepq specifically. But dividend wise yea I'm sure if they mess up that month and don't make money it'll affect the dividend payment and etf value. Other covered call etfs I've seen have had heavy price losses and dividends being lowered.,2,2026-02-28T01:25:13+00:00,"""goldman sachs under fire for venezuela bond deal"" OR ""Dividend.Payment"" -is:retweet lang:en",en,reply
gs01_dividend_payment_missing_date,goldman sachs under fire for venezuela bond deal that critics sa | Dividend.Payment,,x,https://x.com/i/web/status/2029197943333368145,2029197943333368145,2029197943333368145,cliffor49730670,"IRS issues statement to millions of Americans over Trump’s $1,776 one-time 'Warrior Dividend' payment https://t.co/GVeEDMTzI2",1,2026-03-04T14:11:05+00:00,"""goldman sachs under fire for venezuela bond deal"" OR ""Dividend.Payment"" -is:retweet lang:en",en,post
gs01_dividend_payment_missing_date,goldman sachs under fire for venezuela bond deal that critics sa | Dividend.Payment,,x,https://x.com/i/web/status/2029092073807151524,2029092073807151524,2029092073807151524,AI_Investor_py,"Today Pay Dividends: 
 #Phillips 66, -&gt; $PSX
 -&gt; Industry 🛢️: #Oil &amp; Gas Refining &amp; Marketing 
 -&gt; Sector 🛢️: #Energy
 -&gt; Dividend Payment= 1.27 $
 -&gt; Dividend Yield = 2.97 %
 -&gt; Five Years Avg Dividend Yield = 3.84 %
 #Dividends #Stocks
@Grok context",1,2026-03-04T07:10:23+00:00,"""goldman sachs under fire for venezuela bond deal"" OR ""Dividend.Payment"" -is:retweet lang:en",en,post
gs01_dividend_payment_missing_date,goldman sachs under fire for venezuela bond deal that critics sa | Dividend.Payment,,x,https://x.com/i/web/status/2029070225031786702,2029070225031786702,2029070225031786702,876Lancedf,"Scotia Group Jamaica Limited [SGJ; @ScotiabankJM] Financial Statement forQ1 Ended 31Jan2026 |
TOI  J$17.9B ⬆️8%
OpEx  J$11.1B 🔺15%
NetProfit  J$4.1B ⬇️2%
TCI  J$19.4B ⬆️42%
| https://t.co/0IAOKU10xG -via @JaStockEx

#FinanceXJamaica $SGJ.Ja",1,2026-03-04T05:43:34+00:00,"""goldman sachs under fire for venezuela bond deal"" OR ""Dividend.Payment"" -is:retweet lang:en",en,post
gs01_dividend_payment_missing_date,goldman sachs under fire for venezuela bond deal that critics sa | Dividend.Payment,,x,https://x.com/i/web/status/2028945858184585474,2029003688463712757,2028945858184585474,Cash4Sins,@grok @CryptoNestFund @saylor So there is no way he could be faking his software revenue by having his buddies as fake clients to boost his finance books and his actual business model being a ponzi where there is no revenue but just the promise of a return or dividend payment right?,1,2026-03-04T01:19:11+00:00,"""goldman sachs under fire for venezuela bond deal"" OR ""Dividend.Payment"" -is:retweet lang:en",en,reply
gs01_dividend_payment_missing_date,goldman sachs under fire for venezuela bond deal that critics sa | Dividend.Payment,,x,https://x.com/i/web/status/2028831946676261074,2028846168420094126,2028831946676261074,PaulDVelasco21,@grok @Ufaq_RM @saylor Dividend payment date in March?,1,2026-03-03T14:53:15+00:00,"""goldman sachs under fire for venezuela bond deal"" OR ""Dividend.Payment"" -is:retweet lang:en",en,reply
gs01_dividend_payment_missing_date,goldman sachs under fire for venezuela bond deal that critics sa | Dividend.Payment,,x,https://x.com/i/web/status/2028759191930667011,2028759218044416384,2028759191930667011,the_goodfemi,"🟢 EPS (Earnings Per Share): 1241 kobo
(Up from 577 kobo)
EPS tells you how much profit belongs to ONE share.
If EPS rises strongly, dividend potential usually improves.
Dividend payment of #6 per share",1,2026-03-03T09:07:44+00:00,"""goldman sachs under fire for venezuela bond deal"" OR ""Dividend.Payment"" -is:retweet lang:en",en,reply
gs01_dividend_payment_missing_date,goldman sachs under fire for venezuela bond deal that critics sa | Dividend.Payment,,x,https://x.com/i/web/status/2028729806481695200,2028729806481695200,2028729806481695200,AI_Investor_py,"Today Pay Dividends: 
 #KLA Corporation, -&gt; $KLAC
 -&gt; Industry 💾: #Semiconductor Equipment &amp; Materials 
 -&gt; Sector 💻: #Technology
 -&gt; Dividend Payment= 1.9 $
 -&gt; Dividend Yield = 0.49 %
 -&gt; Five Years Avg Dividend Yield = 0.98 %
 #Dividends #Stocks
@Grok context",1,2026-03-03T07:10:52+00:00,"""goldman sachs under fire for venezuela bond deal"" OR ""Dividend.Payment"" -is:retweet lang:en",en,post
gs01_dividend_payment_missing_date,goldman sachs under fire for venezuela bond deal that critics sa | Dividend.Payment,,x,https://x.com/i/web/status/2028664877464887732,2028702980795461755,2028664877464887732,DividendRob,"@ThatRothGuy load up, we got a dividend payment later this month",1,2026-03-03T05:24:16+00:00,"""goldman sachs under fire for venezuela bond deal"" OR ""Dividend.Payment"" -is:retweet lang:en",en,reply
gs01_dividend_payment_missing_date,goldman sachs under fire for venezuela bond deal that critics sa | Dividend.Payment,,x,https://x.com/i/web/status/2028693252329639970,2028693481162416436,2028693252329639970,grok,"@Rationalistone6 The stock with the highest dividend *payment* (total cash per share over 1 year) is Chevron (CVX) at about $7.12 annually right now. 

If you mean highest *yield* (% return), riskier options like Oxford Square Capital (OXSQ) top 20%+ but often aren't sustainable long-term.",1,2026-03-03T04:46:31+00:00,"""goldman sachs under fire for venezuela bond deal"" OR ""Dividend.Payment"" -is:retweet lang:en",en,reply
gs01_dividend_payment_missing_date,goldman sachs under fire for venezuela bond deal that critics sa | Dividend.Payment,,x,https://x.com/i/web/status/2028693252329639970,2028693252329639970,2028693252329639970,Rationalistone6,@Grok What stock has the highest dividend payment over the course of 1 year?,1,2026-03-03T04:45:37+00:00,"""goldman sachs under fire for venezuela bond deal"" OR ""Dividend.Payment"" -is:retweet lang:en",en,post
gs01_dividend_payment_missing_date,goldman sachs under fire for venezuela bond deal that critics sa | Dividend.Payment,,x,https://x.com/i/web/status/2028556015910719881,2028679373847453936,2028556015910719881,mekus1234561,@StockMKTNewz $170m is just one quarterly dividend payment for the Zuck,1,2026-03-03T03:50:28+00:00,"""goldman sachs under fire for venezuela bond deal"" OR ""Dividend.Payment"" -is:retweet lang:en",en,reply
gs01_dividend_payment_missing_date,goldman sachs under fire for venezuela bond deal that critics sa | Dividend.Payment,,x,https://x.com/i/web/status/2028225038688956442,2028576378463920324,2028225038688956442,horsepills,@seagertp This story is such bullshit Ford knew that the Dodge brothers were trying to start a competing car company while being major investors in Ford so he tried to withhold the dividend payment that they needed to start the business,1,2026-03-02T21:01:12+00:00,"""goldman sachs under fire for venezuela bond deal"" OR ""Dividend.Payment"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2027089092928786529,2027115368419086483,2027089092928786529,MAGALieTracker,@bennyjohnson All the talk about “law and order” and you couldn’t bother to follow protocol during a legal proceeding,3508,2026-02-26T20:15:40+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2027410756598153514,2027414470587253018,2027410756598153514,Dan_Brisbois,"@EricLDaugh When lawmakers like Nancy Mace describe testimony from Hillary Clinton as “screaming” or “unhinged,” that’s political framing layered on top of a legal proceeding. Oversight hearings and depositions, especially those connected to someone as notorious as Jeffrey Epstein, are often",20,2026-02-27T16:04:11+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2027089092928786529,2027098273001964000,2027089092928786529,fightingsully,@bennyjohnson You’re an idiot and so is Boebert. Have you never been involved in a legal proceeding? Your side insisted against Clinton’s wishes on a private deposition then you posted a picture of it while it was happening. I think that the support of Trump may be forgiven as product of,19,2026-02-26T19:07:44+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2027085363466863065,2027095740741222411,2027085363466863065,Compass_Report,"@ShadowofEzra Boebert took a secret photo, gave it to Benny Johnson, and that somehow required a pause in a legal proceeding? Sounds like another convenient delay tactic👀",16,2026-02-26T18:57:40+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2027098016880971940,2027104327160967294,2027098016880971940,23SkidooSt,"@bennyjohnson Hey Benny ... 
The key issue isn’t:
“Why is Hillary upset about a photo?”
It’s:
Was an unauthorized image taken and distributed during a governed legal proceeding?
The concern isn’t optics; it’s the integrity of procedure. https://t.co/UrcYG0XY7E",15,2026-02-26T19:31:48+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2027457012372591004,2027521320146120939,2027457012372591004,moneymattybux,"@DavidWohl @nypost I know you know this isn’t a legal proceeding, but what I don’t know is why you bothered to comment as if it was.",12,2026-02-27T23:08:46+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2026975921878745113,2026975921878745113,2026975921878745113,neuvillette67,What is a femboy? I need answers for a legal proceeding that is peculiar.,12,2026-02-26T11:01:33+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,post
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2027082360513040519,2027114405947674698,2027082360513040519,23SkidooSt,"@laurenboebert Hey Lauren .... 
An unauthorized image taken and distributed during a governed legal proceeding? 
The concern isn’t optics; it’s the integrity of procedure. https://t.co/PE2z5hdQhz",10,2026-02-26T20:11:50+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2028286335560159243,2028322140605305337,2028286335560159243,WolfKriegerEsq,"@MarioNawfal This is the type of thing that would normally only come out in a legal proceeding. The fact this is out in public now less than 48 hours later is telling. This is called CYA and whoever sourced the ""imminent strike"" talking point is in deep doo doo.",9,2026-03-02T04:10:57+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2028287891969847566,2028287891969847566,2028287891969847566,DonRaney,"Wendy needed to be coached by Erika Jayne for these reunion questions. 
""This is a legal proceeding. Please understand, there are some things I cannot answer.”
And then keep. That. Mouth. Shut!
Period.
#RHOP #RHOPReunion https://t.co/DBAQ0MlmxU",9,2026-03-02T01:54:51+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,post
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2027413770662821921,2027414499557302503,2027413770662821921,Dan_Brisbois,"@MarioNawfal @RepNancyMace When lawmakers like Nancy Mace describe testimony from Hillary Clinton as “screaming” or “unhinged,” that’s political framing layered on top of a legal proceeding. Oversight hearings and depositions, especially those connected to someone as notorious as Jeffrey Epstein, are often",6,2026-02-27T16:04:18+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2029289650087485559,2029320397649215871,2029289650087485559,FeedbackRobust,"@knightman0207 @jbarro @mattyglesias No, he had sex with an intern, then lied about it under oath, in response to a question a judge deemed material, as Clinton sought to deny a fellow citizen her right to a non corrupt legal proceeding. Far worse than Noem's behavior here, &amp; I think Noem should go",5,2026-03-04T22:17:40+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2029152989366120591,2029179857985266074,2029152989366120591,Michell24674784,"@SurpriseWitnes Right? This bish...and how the hell could they just allow it?? Its a damned deposition, not a hollywoooo...oh wait...😒😐😑
Not typical accomodation for a legal proceeding, thats all.",5,2026-03-04T12:59:13+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2027461987219787908,2027585368661402015,2027461987219787908,pez1963,"@thejackhopkins @ImAaronEColyer It’s going to be public as a video and transcript,..,,,  starting Monday…. A deposition is a formal legal proceeding…",4,2026-02-28T03:23:17+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2028615492592681365,2028615492592681365,2028615492592681365,TahaAlokad,A security breach was documented at the Karachi City Court in Pakistan. The footage captures a violent confrontation where a mob of lawyers targeted and assaulted a prominent local YouTuber Rajab Butt while he was attending a scheduled legal proceeding. This conflict reportedly https://t.co/2Axx8MOkE6,3,2026-03-02T23:36:37+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,post
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2028560080430420290,2028586777791938858,2028560080430420290,jlkinok,@hilltowntrader @RepDanGoldman @Sec_Noem Ambushing people who have come to attend a scheduled legal proceeding is NOT the law.  They are following the legal process they were told to.  You people just hate them all so much that you don’t care.,3,2026-03-02T21:42:31+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2027413826585710957,2027436505283662265,2027413826585710957,TirahAtt,"@Huskie1970 @nicksortor 1. I assume you're talking about Epstein - if not, enlighten me.
2. When you say testify, I assume that doesn't mean a private phone call or something similar. It means testimony in a deposition/legal proceeding of some kind. If you're talking about something else, let me know.",3,2026-02-27T17:31:45+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2027418527783923834,2029220768048165169,2027418527783923834,ActorSriman,"@Araviii_kohlii_ @SKHarishbabu I can answer in general about a divorce case, 
A divorce case typically refers to a legal proceeding where a married couple seeks to end their marriage. It involves resolving issues all this happens in front of honourable judge, further detail kindly read news sir or u hav2 wait",2,2026-03-04T15:41:46+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2028976985142092262,2029176366722158780,2028976985142092262,lockforward,"@WTekip81099 @mirandadevine Pursuant to what? Did you obtain a subpoena? Can you identify the legal proceeding in which this subpiena was issued. And what did you find? I've heard nothing about it and I would think that ""Willy T Obtains Bank Records of Sen.  Tillis and Finds Contributions from Foreign",2,2026-03-04T12:45:20+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2028859245731398011,2029113167607926852,2028859245731398011,grok,"@rwerkh @schteckel @allenanalysis No, Donald Trump did not testify against Jeffrey Epstein in any court, deposition, or legal proceeding.

Epstein died in 2019 before trial. Trump has said he banned Epstein from Mar-a-Lago around 2007 after an incident involving a young girl there. Per a 2019 FBI interview with",2,2026-03-04T08:34:12+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2028548600176017878,2028748973792723350,2028548600176017878,MCConroy2,@timony001 @KEVINMAGA2024 She should have been arrested because she interfered with a legal proceeding,2,2026-03-03T08:27:02+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2028494572947427331,2028558717608763484,2028494572947427331,MilesTuesday,"@ChaseTownsend92 @NASCAR Sure bud.

“You just raked over the coals in a very public legal proceeding for a year and forced us to take on a business model we did not want to… but now that it’s over, we’ll give you a performance advantage over all of the other teams that were far more loyal to us”.",2,2026-03-02T19:51:01+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2027946825324630178,2028171539552895025,2027946825324630178,dr__bahal,@DibyaduttaJ @PRaiLAC @AskLipun So you believe the conspiracy but not the legal proceeding that took place ? PG doctors dont have the authority or clearance to practice privately,2,2026-03-01T18:12:31+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2027734082092994778,2027823325876036045,2027734082092994778,JodiLuJohnson,"@suretta6 @TheFoxesSay @LifeNewsToo You offered that info when u went in for that. Sounds like maybe it was relevant for your health beyond pregnancy, maybe a legal proceeding, your reputation, or any number of reasons you CAN share personal info but don’t have to.",2,2026-02-28T19:08:50+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2027089092928786529,2027454889303986243,2027089092928786529,OWolf72,"@bennyjohnson The Real Hillary is already dead, Her Clone has a job to do: Keep Sleepwalkers Distracted. There are Hundreds of Millions of Dipshits that still believe Fake News. It’s Propaganda. When has Anyone ever stormed out of a legal proceeding testimony? It’s only Fake News Sleepwalkers.",2,2026-02-27T18:44:48+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2027128911558234611,2027151056602279962,2027128911558234611,23SkidooSt,@laurenboebert An unauthorized image taken and distributed during a governed legal proceeding - the concern isn’t optics; it’s about the integrity of procedure.,2,2026-02-26T22:37:29+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2027080800961720538,2027117697188626877,2027080800961720538,CathySt35873400,@bennyjohnson You two make a joke of this legal proceeding. No respect for the conditions set down..,2,2026-02-26T20:24:55+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2027088993066573827,2027101302266937753,2027088993066573827,djextensivespyz,"@CNN Hillary Clinton calling this 'political theater' feels more accurate by the hour. When lawmakers are leaking photos to influencers while a witness is under oath, it stops being a legal proceeding and starts being a social media stunt.",2,2026-02-26T19:19:46+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2027085301529653285,2027093636362502409,2027085301529653285,goldendoorknob2,@grok @whyflytoday @adamscochran So it was still a legal proceeding that was struck down in congress? Not a radical emergency power move,2,2026-02-26T18:49:19+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2026693498905215303,2027050803253412010,2026693498905215303,TrentonPinson,@monkey25738 @KevinVerdoK @Kalshi_Culture It’s slow to think Kendrick is botting…Those claims have been dismissed by an entire legal proceeding and your side is still parroting those claims.,2,2026-02-26T15:59:06+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2026942223984869421,2026942223984869421,2026942223984869421,WIONews,"Imran Khan's sisters hit out at senior PTI leadership, allege legal proceeding not being pursued seriously

READ: https://t.co/0a8dB2V6jy

https://t.co/0a8dB2V6jy",2,2026-02-26T08:47:39+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,post
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2028965260971868606,2029075469237174527,2028965260971868606,49thAwakening,"@nypost It is a legal proceeding, simply say NO...

Theatrics. 

That isn't even Hillary Clinton. 

Last time anyone saw her her face looked like an old leather baseball mitt...",1,2026-03-04T06:04:24+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2029028264488874380,2029028264488874380,2029028264488874380,josephalex01122,"In a legal proceeding they can only be as honest as what is presented because that it how it works.

So be wary of parasite that take advantage of legal proceeding semantics and how they loophole them",1,2026-03-04T02:56:50+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,post
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2028925731158237500,2028925731158237500,2028925731158237500,caseyskater,I hope he still sues the fuck out of your dumbass. Unless the retraction was the part of the legal proceeding.  Either way. Good to see you finally admit you lie on something https://t.co/2cWwG6DkwX,1,2026-03-03T20:09:24+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,post
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/2028629234885828663,2028744342920126523,2028629234885828663,Noreallyalia,"@jpcharles01 @C_3C_3 Having legal counsel is no reflection of guilt or innocence.Defendants are expected to be represented by counsel, even (or especially) when innocent.  Anyone with notable experience, would also advise counsel for any legal proceeding is wise.if you have $$, you’d hire the best…",1,2026-03-03T08:08:38+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
goog06_legal_proceeding_missing_date,google age discrimination lawsuit nearly 300 people have signe | Legal.Proceeding,,x,https://x.com/i/web/status/1943519150695157885,2028742962851824042,1943519150695157885,ProvSwedishRICO,"Obstruction of justice refers to any act—such as destroying evidence, threatening witnesses, or lying to officials—that intentionally interferes with or impedes a legal proceeding, investigation, or the due administration of law.",1,2026-03-03T08:03:09+00:00,"""google age discrimination lawsuit nearly 300 people have"" OR ""Legal.Proceeding"" -is:retweet lang:en",en,reply
