event,event_label,event_type,model,source,n_extracted,blame_dominant,causal_dominant,stance_dominant,emotion_dominant,frame_dominant
t01_macroeconomics_missing_date,att leapfrogs exxon mobil as largest public company in texas | Macroeconomics,Macroeconomics,openai_gpt4omini,X,8,no blame,currencies depreciate,not_applicable,neutral,routine_adjustment
amd05_securityvalue_increase_securityvalue_missing_date,amd s stock surges on heavy volume as gpu product demand fuels | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,X,8,no blame,GPU product demand fuels investor optimism,not_applicable,confidence,opportunity
amd05_securityvalue_increase_securityvalue_missing_date,amd s stock surges on heavy volume as gpu product demand fuels | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,SENTIVENT,7,no blame,GPU product demand,not_applicable,neutral,opportunity
cmg04_salesvolume_increase_salesvolume_missing_date,chipotle is betting on digital | SalesVolume.Increase_SalesVolume,SalesVolume,openai_gpt4omini,X,8,no blame,digital transformation,not_applicable,confidence,opportunity
cmg04_salesvolume_increase_salesvolume_missing_date,chipotle is betting on digital | SalesVolume.Increase_SalesVolume,SalesVolume,openai_gpt4omini,SENTIVENT,8,no blame,store efficiency improvement needed for digital future,not_applicable,confidence,opportunity
cmg04_salesvolume_increase_salesvolume_missing_date,chipotle is betting on digital | SalesVolume.Increase_SalesVolume,SalesVolume,anthropic_sonnet,X,8,no blame,digital transformation strategy,not_applicable,confidence,opportunity
cmg04_salesvolume_increase_salesvolume_missing_date,chipotle is betting on digital | SalesVolume.Increase_SalesVolume,SalesVolume,anthropic_sonnet,SENTIVENT,8,no blame,digital transformation strategy,not_applicable,confidence,opportunity
cmg04_salesvolume_increase_salesvolume_missing_date,chipotle is betting on digital | SalesVolume.Increase_SalesVolume,SalesVolume,gemini_flash,X,8,no blame,digital strategy investment,not_applicable,neutral,opportunity
cmg04_salesvolume_increase_salesvolume_missing_date,chipotle is betting on digital | SalesVolume.Increase_SalesVolume,SalesVolume,gemini_flash,SENTIVENT,8,no blame,digital strategy,not_applicable,neutral,opportunity
nem06_securityvalue_increase_securityvalue_missing_date,newmont mining is investors gold stock to buy | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,X,8,no blame,speculation,not_applicable,confidence,opportunity
nem06_securityvalue_increase_securityvalue_missing_date,newmont mining is investors gold stock to buy | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,SENTIVENT,8,no blame,market forces,not_applicable,confidence,opportunity
nem06_securityvalue_increase_securityvalue_missing_date,newmont mining is investors gold stock to buy | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,X,8,no blame,not specified,not_applicable,confidence,opportunity
nem06_securityvalue_increase_securityvalue_missing_date,newmont mining is investors gold stock to buy | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,SENTIVENT,8,no blame,gold tracking performance,not_applicable,confidence,opportunity
nem06_securityvalue_increase_securityvalue_missing_date,newmont mining is investors gold stock to buy | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,X,8,no blame,investment recommendation; investor demand for gold assets,not_applicable,confidence,opportunity
nem06_securityvalue_increase_securityvalue_missing_date,newmont mining is investors gold stock to buy | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,SENTIVENT,8,no blame,best tracks the performance of Comex gold futures,not_applicable,confidence,opportunity
aal07_securityvalue_increase_securityvalue_missing_date,american airlines stock rallies after second upgrade in two da | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,X,8,no blame,speculation,not_applicable,confidence,opportunity
aal07_securityvalue_increase_securityvalue_missing_date,american airlines stock rallies after second upgrade in two da | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,SENTIVENT,8,no blame,speculation,not_applicable,confidence,opportunity
aal07_securityvalue_increase_securityvalue_missing_date,american airlines stock rallies after second upgrade in two da | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,X,8,no blame,analyst upgrades,not_applicable,confidence,opportunity
aal07_securityvalue_increase_securityvalue_missing_date,american airlines stock rallies after second upgrade in two da | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,SENTIVENT,8,no blame,analyst upgrade,not_applicable,confidence,routine_adjustment
aal07_securityvalue_increase_securityvalue_missing_date,american airlines stock rallies after second upgrade in two da | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,X,8,no blame,analyst upgrade,not_applicable,confidence,opportunity
aal07_securityvalue_increase_securityvalue_missing_date,american airlines stock rallies after second upgrade in two da | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,SENTIVENT,8,no blame,analyst upgrade,not_applicable,neutral,opportunity
ba05_expense_decrease_expense_missing_date,boeing defense to cut 50 executive jobs in management shakeup | Expense.Decrease_Expense,Employment,openai_gpt4omini,X,8,no blame,management shakeup,not_applicable,neutral,routine_adjustment
ba05_expense_decrease_expense_missing_date,boeing defense to cut 50 executive jobs in management shakeup | Expense.Decrease_Expense,Employment,openai_gpt4omini,SENTIVENT,8,no blame,no causal explanation,not_applicable,neutral,routine_adjustment
ba05_expense_decrease_expense_missing_date,boeing defense to cut 50 executive jobs in management shakeup | Expense.Decrease_Expense,Employment,anthropic_sonnet,X,8,no blame,management restructuring,not_applicable,neutral,routine_adjustment
ba05_expense_decrease_expense_missing_date,boeing defense to cut 50 executive jobs in management shakeup | Expense.Decrease_Expense,Employment,anthropic_sonnet,SENTIVENT,8,no blame,organizational restructuring,not_applicable,neutral,routine_adjustment
ba05_expense_decrease_expense_missing_date,boeing defense to cut 50 executive jobs in management shakeup | Expense.Decrease_Expense,Employment,gemini_flash,X,8,no blame,management shakeup,not_applicable,neutral,routine_adjustment
ba05_expense_decrease_expense_missing_date,boeing defense to cut 50 executive jobs in management shakeup | Expense.Decrease_Expense,Employment,gemini_flash,SENTIVENT,8,no blame,no causal mechanism,not_applicable,neutral,routine_adjustment
f14_financialreport_miss_missing_date,ford is the next ge and shorts should be salivating | FinancialReport.Miss,Macroeconomics,openai_gpt4omini,X,8,no blame,speculation,not_applicable,greed,opportunity
f14_financialreport_miss_missing_date,ford is the next ge and shorts should be salivating | FinancialReport.Miss,Macroeconomics,openai_gpt4omini,SENTIVENT,8,no blame,market forces,not_applicable,greed,cautionary_tale
f14_financialreport_miss_missing_date,ford is the next ge and shorts should be salivating | FinancialReport.Miss,Macroeconomics,anthropic_sonnet,X,8,Ford management,corporate decline and mismanagement,not_applicable,schadenfreude,cautionary_tale
f14_financialreport_miss_missing_date,ford is the next ge and shorts should be salivating | FinancialReport.Miss,Macroeconomics,anthropic_sonnet,SENTIVENT,8,Ford management,negative guidance delivery,not_applicable,schadenfreude,opportunity
f14_financialreport_miss_missing_date,ford is the next ge and shorts should be salivating | FinancialReport.Miss,Macroeconomics,gemini_flash,X,8,no blame,speculation,not_applicable,schadenfreude,opportunity
f14_financialreport_miss_missing_date,ford is the next ge and shorts should be salivating | FinancialReport.Miss,Macroeconomics,gemini_flash,SENTIVENT,8,no blame,negative guidance,not_applicable,schadenfreude,opportunity
aapl01_securityvalue_increase_securityvalue_missing_date,here are the six dow stocks experts say have the most upside | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,X,8,no blame,speculation,not_applicable,confidence,opportunity
aapl01_securityvalue_increase_securityvalue_missing_date,here are the six dow stocks experts say have the most upside | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,SENTIVENT,8,no blame,market forces,not_applicable,confidence,opportunity
aapl01_securityvalue_increase_securityvalue_missing_date,here are the six dow stocks experts say have the most upside | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,X,8,no blame,expert analysis,not_applicable,confidence,opportunity
aapl01_securityvalue_increase_securityvalue_missing_date,here are the six dow stocks experts say have the most upside | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,neutral,opportunity
aapl01_securityvalue_increase_securityvalue_missing_date,here are the six dow stocks experts say have the most upside | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,X,8,no blame,expert analysis,not_applicable,confidence,opportunity
aapl01_securityvalue_increase_securityvalue_missing_date,here are the six dow stocks experts say have the most upside | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,SENTIVENT,8,no blame,not specified,not_applicable,confidence,opportunity
fb14_securityvalue_decrease_securityvalue_missing_date,facebook s wary dance with the beltway | SecurityValue.Decrease_SecurityValue,SecurityValue,openai_gpt4omini,X,8,no blame,unclear,not_applicable,anxiety,cautionary_tale
fb14_securityvalue_decrease_securityvalue_missing_date,facebook s wary dance with the beltway | SecurityValue.Decrease_SecurityValue,SecurityValue,openai_gpt4omini,SENTIVENT,8,no blame,no causal explanation,not_applicable,confidence,routine_adjustment
fb14_securityvalue_decrease_securityvalue_missing_date,facebook s wary dance with the beltway | SecurityValue.Decrease_SecurityValue,SecurityValue,anthropic_sonnet,X,8,no blame,regulatory uncertainty,not_applicable,anxiety,cautionary_tale
fb14_securityvalue_decrease_securityvalue_missing_date,facebook s wary dance with the beltway | SecurityValue.Decrease_SecurityValue,SecurityValue,anthropic_sonnet,SENTIVENT,8,no blame,regulatory scrutiny,not_applicable,neutral,routine_adjustment
fb14_securityvalue_decrease_securityvalue_missing_date,facebook s wary dance with the beltway | SecurityValue.Decrease_SecurityValue,SecurityValue,gemini_flash,X,8,no blame,unspecified,not_applicable,anxiety,cautionary_tale
fb14_securityvalue_decrease_securityvalue_missing_date,facebook s wary dance with the beltway | SecurityValue.Decrease_SecurityValue,SecurityValue,gemini_flash,SENTIVENT,8,no blame,extremist content on their digital platforms,not_applicable,confidence,institutional_failure
cvx04_securityvalue_increase_securityvalue_missing_date,strong crude oil no help for chevron exxon mobil | SecurityValue.Increase_SecurityValue,FinancialReport,openai_gpt4omini,X,8,no blame,market forces,not_applicable,neutral,routine_adjustment
cvx04_securityvalue_increase_securityvalue_missing_date,strong crude oil no help for chevron exxon mobil | SecurityValue.Increase_SecurityValue,FinancialReport,openai_gpt4omini,SENTIVENT,8,no blame,market forces,not_applicable,confidence,opportunity
cvx04_securityvalue_increase_securityvalue_missing_date,strong crude oil no help for chevron exxon mobil | SecurityValue.Increase_SecurityValue,FinancialReport,anthropic_sonnet,X,8,no blame,market disconnect,not_applicable,neutral,market_correction
cvx04_securityvalue_increase_securityvalue_missing_date,strong crude oil no help for chevron exxon mobil | SecurityValue.Increase_SecurityValue,FinancialReport,anthropic_sonnet,SENTIVENT,8,no blame,market performance disconnect,not_applicable,confidence,opportunity
cvx04_securityvalue_increase_securityvalue_missing_date,strong crude oil no help for chevron exxon mobil | SecurityValue.Increase_SecurityValue,FinancialReport,gemini_flash,X,8,no blame,unspecified factors overriding the positive impact of strong crude oil prices for these specific companies,not_applicable,neutral,cautionary_tale
cvx04_securityvalue_increase_securityvalue_missing_date,strong crude oil no help for chevron exxon mobil | SecurityValue.Increase_SecurityValue,FinancialReport,gemini_flash,SENTIVENT,8,no blame,not specified,not_applicable,neutral,routine_adjustment
gm03_salesvolume_decrease_salesvolume_missing_date,general motors cadillac sales are booming in china | SalesVolume.Decrease_SalesVolume,SalesVolume,openai_gpt4omini,X,8,no blame,market forces,not_applicable,confidence,opportunity
gm03_salesvolume_decrease_salesvolume_missing_date,general motors cadillac sales are booming in china | SalesVolume.Decrease_SalesVolume,SalesVolume,openai_gpt4omini,SENTIVENT,8,no blame,market forces,not_applicable,neutral,routine_adjustment
gm03_salesvolume_decrease_salesvolume_missing_date,general motors cadillac sales are booming in china | SalesVolume.Decrease_SalesVolume,SalesVolume,anthropic_sonnet,X,8,no blame,not specified,not_applicable,confidence,opportunity
gm03_salesvolume_decrease_salesvolume_missing_date,general motors cadillac sales are booming in china | SalesVolume.Decrease_SalesVolume,SalesVolume,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,neutral,routine_adjustment
gm03_salesvolume_decrease_salesvolume_missing_date,general motors cadillac sales are booming in china | SalesVolume.Decrease_SalesVolume,SalesVolume,gemini_flash,X,8,no blame,not specified,not_applicable,confidence,opportunity
gm03_salesvolume_decrease_salesvolume_missing_date,general motors cadillac sales are booming in china | SalesVolume.Decrease_SalesVolume,SalesVolume,gemini_flash,SENTIVENT,8,no blame,no causal explanation,not_applicable,neutral,routine_adjustment
ba12_securityvalue_increase_securityvalue_missing_date,underappreciated why boeing s astronomical rise might not | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,X,8,no blame,speculation,not_applicable,confidence,opportunity
ba12_securityvalue_increase_securityvalue_missing_date,underappreciated why boeing s astronomical rise might not | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,SENTIVENT,8,no blame,speculation,not_applicable,confidence,opportunity
ba12_securityvalue_increase_securityvalue_missing_date,underappreciated why boeing s astronomical rise might not | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,X,8,no blame,undervaluation by market,not_applicable,confidence,opportunity
ba12_securityvalue_increase_securityvalue_missing_date,underappreciated why boeing s astronomical rise might not | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,confidence,opportunity
ba12_securityvalue_increase_securityvalue_missing_date,underappreciated why boeing s astronomical rise might not | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,X,8,no blame,unclear,not_applicable,confidence,opportunity
ba12_securityvalue_increase_securityvalue_missing_date,underappreciated why boeing s astronomical rise might not | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,SENTIVENT,8,no blame,not specified,not_applicable,confidence,opportunity
f15_salesvolume_increase_salesvolume_missing_date,ford is at a crossroad of danger and opportunity in china | SalesVolume.Increase_SalesVolume,Macroeconomics,openai_gpt4omini,X,8,no blame,market forces,not_applicable,anxiety,opportunity
f15_salesvolume_increase_salesvolume_missing_date,ford is at a crossroad of danger and opportunity in china | SalesVolume.Increase_SalesVolume,Macroeconomics,openai_gpt4omini,SENTIVENT,8,no blame,market forces,not_applicable,neutral,crisis
f15_salesvolume_increase_salesvolume_missing_date,ford is at a crossroad of danger and opportunity in china | SalesVolume.Increase_SalesVolume,Macroeconomics,anthropic_sonnet,X,8,no blame,market dynamics,not_applicable,anxiety,opportunity
f15_salesvolume_increase_salesvolume_missing_date,ford is at a crossroad of danger and opportunity in china | SalesVolume.Increase_SalesVolume,Macroeconomics,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,neutral,routine_adjustment
f15_salesvolume_increase_salesvolume_missing_date,ford is at a crossroad of danger and opportunity in china | SalesVolume.Increase_SalesVolume,Macroeconomics,gemini_flash,X,8,no blame,no specific mechanism provided,not_applicable,anxiety,opportunity
f15_salesvolume_increase_salesvolume_missing_date,ford is at a crossroad of danger and opportunity in china | SalesVolume.Increase_SalesVolume,Macroeconomics,gemini_flash,SENTIVENT,8,no blame,no causal mechanism,not_applicable,neutral,crisis
ge10_securityvalue_decrease_securityvalue_missing_date,ge s stock tumbles toward second 6 session losing streak this m | SecurityValue.Decrease_SecurityValue,SecurityValue,openai_gpt4omini,X,8,market forces,speculation,not_applicable,anxiety,market_correction
ge10_securityvalue_decrease_securityvalue_missing_date,ge s stock tumbles toward second 6 session losing streak this m | SecurityValue.Decrease_SecurityValue,SecurityValue,openai_gpt4omini,SENTIVENT,7,no blame,market forces,not_applicable,anxiety,market_correction
ge10_securityvalue_decrease_securityvalue_missing_date,ge s stock tumbles toward second 6 session losing streak this m | SecurityValue.Decrease_SecurityValue,SecurityValue,anthropic_sonnet,X,8,no blame,market forces,not_applicable,neutral,routine_adjustment
ge10_securityvalue_decrease_securityvalue_missing_date,ge s stock tumbles toward second 6 session losing streak this m | SecurityValue.Decrease_SecurityValue,SecurityValue,anthropic_sonnet,SENTIVENT,7,no blame,not specified,not_applicable,neutral,routine_adjustment
ge10_securityvalue_decrease_securityvalue_missing_date,ge s stock tumbles toward second 6 session losing streak this m | SecurityValue.Decrease_SecurityValue,SecurityValue,gemini_flash,X,8,no blame,no causal explanation,not_applicable,anxiety,crisis
ge10_securityvalue_decrease_securityvalue_missing_date,ge s stock tumbles toward second 6 session losing streak this m | SecurityValue.Decrease_SecurityValue,SecurityValue,gemini_flash,SENTIVENT,7,no blame,no causal explanation,not_applicable,anxiety,crisis
ba15_securityvalue_increase_securityvalue_missing_date,should boeing buy ge aviation | SecurityValue.Increase_SecurityValue,Merger/Acquisition,openai_gpt4omini,X,8,no blame,unclear,not_applicable,neutral,opportunity
ba15_securityvalue_increase_securityvalue_missing_date,should boeing buy ge aviation | SecurityValue.Increase_SecurityValue,Merger/Acquisition,openai_gpt4omini,SENTIVENT,8,no blame,speculation,not_applicable,confidence,opportunity
ba15_securityvalue_increase_securityvalue_missing_date,should boeing buy ge aviation | SecurityValue.Increase_SecurityValue,Merger/Acquisition,anthropic_sonnet,X,8,no blame,not specified,not_applicable,neutral,opportunity
ba15_securityvalue_increase_securityvalue_missing_date,should boeing buy ge aviation | SecurityValue.Increase_SecurityValue,Merger/Acquisition,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,confidence,opportunity
ba15_securityvalue_increase_securityvalue_missing_date,should boeing buy ge aviation | SecurityValue.Increase_SecurityValue,Merger/Acquisition,gemini_flash,X,8,no blame,not applicable,not_applicable,neutral,opportunity
ba15_securityvalue_increase_securityvalue_missing_date,should boeing buy ge aviation | SecurityValue.Increase_SecurityValue,Merger/Acquisition,gemini_flash,SENTIVENT,8,no blame,not applicable,not_applicable,neutral,opportunity
wmt05_financialreport_miss_missing_date,walmart stock nears key support after earnings miss | FinancialReport.Miss,FinancialReport,openai_gpt4omini,X,8,no blame,earnings miss,not_applicable,anxiety,market_correction
wmt05_financialreport_miss_missing_date,walmart stock nears key support after earnings miss | FinancialReport.Miss,FinancialReport,openai_gpt4omini,SENTIVENT,8,no blame,market forces,not_applicable,anxiety,market_correction
wmt05_financialreport_miss_missing_date,walmart stock nears key support after earnings miss | FinancialReport.Miss,FinancialReport,anthropic_sonnet,X,8,no blame,earnings miss,not_applicable,neutral,routine_adjustment
wmt05_financialreport_miss_missing_date,walmart stock nears key support after earnings miss | FinancialReport.Miss,FinancialReport,anthropic_sonnet,SENTIVENT,8,no blame,earnings miss,not_applicable,neutral,routine_adjustment
wmt05_financialreport_miss_missing_date,walmart stock nears key support after earnings miss | FinancialReport.Miss,FinancialReport,gemini_flash,X,7,Walmart (company performance/management),failure to meet earnings expectations,not_applicable,anxiety,routine_adjustment
wmt05_financialreport_miss_missing_date,walmart stock nears key support after earnings miss | FinancialReport.Miss,FinancialReport,gemini_flash,SENTIVENT,8,no blame,earnings miss,not_applicable,neutral,market_correction
amzn04_revenue_increase_revenue_missing_date,3 reasons amazon is nt done growing yet | Revenue.Increase_Revenue,Macroeconomics,openai_gpt4omini,X,8,no blame,strong demand for custom AI accelerators and AI networking switches,not_applicable,confidence,opportunity
amzn04_revenue_increase_revenue_missing_date,3 reasons amazon is nt done growing yet | Revenue.Increase_Revenue,Macroeconomics,openai_gpt4omini,SENTIVENT,8,no blame,market forces,not_applicable,confidence,opportunity
amzn04_revenue_increase_revenue_missing_date,3 reasons amazon is nt done growing yet | Revenue.Increase_Revenue,Macroeconomics,anthropic_sonnet,X,8,no blame,strong demand for AI technology,not_applicable,confidence,opportunity
amzn04_revenue_increase_revenue_missing_date,3 reasons amazon is nt done growing yet | Revenue.Increase_Revenue,Macroeconomics,anthropic_sonnet,SENTIVENT,8,no blame,continued growth potential,not_applicable,confidence,opportunity
amzn04_revenue_increase_revenue_missing_date,3 reasons amazon is nt done growing yet | Revenue.Increase_Revenue,Macroeconomics,gemini_flash,X,8,no blame,Strong demand for custom AI accelerators and AI networking switches,not_applicable,confidence,opportunity
amzn04_revenue_increase_revenue_missing_date,3 reasons amazon is nt done growing yet | Revenue.Increase_Revenue,Macroeconomics,gemini_flash,SENTIVENT,8,no blame,not specified,not_applicable,confidence,opportunity
aal08_product_service_launch_missing_date,airberlin goes bankrupt soon after announcing major chicago expa | Product/Service.Launch,Product/Service,openai_gpt4omini,X,8,no blame,no causal explanation,not_applicable,neutral,routine_adjustment
aal08_product_service_launch_missing_date,airberlin goes bankrupt soon after announcing major chicago expa | Product/Service.Launch,Product/Service,openai_gpt4omini,SENTIVENT,8,no blame,no causal explanation,not_applicable,anxiety,crisis
aal08_product_service_launch_missing_date,airberlin goes bankrupt soon after announcing major chicago expa | Product/Service.Launch,Product/Service,anthropic_sonnet,X,8,no blame,not applicable,not_applicable,neutral,routine_adjustment
aal08_product_service_launch_missing_date,airberlin goes bankrupt soon after announcing major chicago expa | Product/Service.Launch,Product/Service,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,neutral,routine_adjustment
aal08_product_service_launch_missing_date,airberlin goes bankrupt soon after announcing major chicago expa | Product/Service.Launch,Product/Service,gemini_flash,X,8,no blame,no causal explanation,not_applicable,neutral,opportunity
aal08_product_service_launch_missing_date,airberlin goes bankrupt soon after announcing major chicago expa | Product/Service.Launch,Product/Service,gemini_flash,SENTIVENT,8,no blame,no causal explanation,not_applicable,neutral,crisis
gm02_salesvolume_increase_salesvolume_missing_date,general motors sales slip on rental fleet cutbacks | SalesVolume.Increase_SalesVolume,SalesVolume,openai_gpt4omini,X,8,no blame,rental fleet cutbacks,not_applicable,neutral,routine_adjustment
gm02_salesvolume_increase_salesvolume_missing_date,general motors sales slip on rental fleet cutbacks | SalesVolume.Increase_SalesVolume,SalesVolume,openai_gpt4omini,SENTIVENT,8,no blame,rental fleet cutbacks,not_applicable,neutral,routine_adjustment
gm02_salesvolume_increase_salesvolume_missing_date,general motors sales slip on rental fleet cutbacks | SalesVolume.Increase_SalesVolume,SalesVolume,anthropic_sonnet,X,8,rental fleet cutbacks,fleet reduction strategy,not_applicable,neutral,routine_adjustment
gm02_salesvolume_increase_salesvolume_missing_date,general motors sales slip on rental fleet cutbacks | SalesVolume.Increase_SalesVolume,SalesVolume,anthropic_sonnet,SENTIVENT,8,no blame,unclear,not_applicable,neutral,routine_adjustment
gm02_salesvolume_increase_salesvolume_missing_date,general motors sales slip on rental fleet cutbacks | SalesVolume.Increase_SalesVolume,SalesVolume,gemini_flash,X,8,Rental fleet cutbacks (strategic business decision),Business strategy change impacting sales volume,not_applicable,neutral,routine_adjustment
gm02_salesvolume_increase_salesvolume_missing_date,general motors sales slip on rental fleet cutbacks | SalesVolume.Increase_SalesVolume,SalesVolume,gemini_flash,SENTIVENT,8,no blame,no causal mechanism,not_applicable,neutral,routine_adjustment
f02_salesvolume_increase_salesvolume_missing_date,ford ekes out a sales gain on pickups and fleet deliveries | SalesVolume.Increase_SalesVolume,SalesVolume,openai_gpt4omini,X,8,no blame,market forces,not_applicable,relief,routine_adjustment
f02_salesvolume_increase_salesvolume_missing_date,ford ekes out a sales gain on pickups and fleet deliveries | SalesVolume.Increase_SalesVolume,SalesVolume,openai_gpt4omini,SENTIVENT,8,no blame,market forces,not_applicable,neutral,routine_adjustment
f02_salesvolume_increase_salesvolume_missing_date,ford ekes out a sales gain on pickups and fleet deliveries | SalesVolume.Increase_SalesVolume,SalesVolume,anthropic_sonnet,X,8,no blame,pickup truck and fleet sales performance,not_applicable,neutral,routine_adjustment
f02_salesvolume_increase_salesvolume_missing_date,ford ekes out a sales gain on pickups and fleet deliveries | SalesVolume.Increase_SalesVolume,SalesVolume,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,neutral,routine_adjustment
f02_salesvolume_increase_salesvolume_missing_date,ford ekes out a sales gain on pickups and fleet deliveries | SalesVolume.Increase_SalesVolume,SalesVolume,gemini_flash,X,8,no blame,pickups and fleet deliveries,not_applicable,neutral,routine_adjustment
f02_salesvolume_increase_salesvolume_missing_date,ford ekes out a sales gain on pickups and fleet deliveries | SalesVolume.Increase_SalesVolume,SalesVolume,gemini_flash,SENTIVENT,8,no blame,not applicable,not_applicable,neutral,routine_adjustment
abbv13_securityvalue_increase_securityvalue_missing_date,the hot stock biggest loser abbvie wynn resorts | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,X,8,no blame,speculation,not_applicable,neutral,market_correction
abbv13_securityvalue_increase_securityvalue_missing_date,the hot stock biggest loser abbvie wynn resorts | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,SENTIVENT,8,no blame,market forces,not_applicable,confidence,opportunity
abbv13_securityvalue_increase_securityvalue_missing_date,the hot stock biggest loser abbvie wynn resorts | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,X,8,no blame,unclear,not_applicable,neutral,routine_adjustment
abbv13_securityvalue_increase_securityvalue_missing_date,the hot stock biggest loser abbvie wynn resorts | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,neutral,routine_adjustment
abbv13_securityvalue_increase_securityvalue_missing_date,the hot stock biggest loser abbvie wynn resorts | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,X,8,no blame,no causal explanation given,not_applicable,neutral,routine_adjustment
abbv13_securityvalue_increase_securityvalue_missing_date,the hot stock biggest loser abbvie wynn resorts | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,SENTIVENT,8,no blame,not specified,not_applicable,neutral,opportunity
ge11_securityvalue_increase_securityvalue_missing_date,ge s stock bounces sharply to pace dow gainers | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,X,8,no blame,market forces,not_applicable,confidence,opportunity
ge11_securityvalue_increase_securityvalue_missing_date,ge s stock bounces sharply to pace dow gainers | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,SENTIVENT,8,no blame,market forces,not_applicable,neutral,routine_adjustment
ge11_securityvalue_increase_securityvalue_missing_date,ge s stock bounces sharply to pace dow gainers | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,X,8,no blame,market forces,not_applicable,confidence,routine_adjustment
ge11_securityvalue_increase_securityvalue_missing_date,ge s stock bounces sharply to pace dow gainers | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,neutral,routine_adjustment
ge11_securityvalue_increase_securityvalue_missing_date,ge s stock bounces sharply to pace dow gainers | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,X,8,no blame,not specified,not_applicable,confidence,vindication
ge11_securityvalue_increase_securityvalue_missing_date,ge s stock bounces sharply to pace dow gainers | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,SENTIVENT,8,no blame,not specified,not_applicable,neutral,routine_adjustment
aapl13_securityvalue_increase_securityvalue_missing_date,stocks mixed this california builder breaks out what to watc | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,X,7,no blame,market forces,neutral,neutral,routine_adjustment
aapl13_securityvalue_increase_securityvalue_missing_date,stocks mixed this california builder breaks out what to watc | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,SENTIVENT,8,no blame,speculation,not_applicable,confidence,opportunity
aapl13_securityvalue_increase_securityvalue_missing_date,stocks mixed this california builder breaks out what to watc | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,X,7,no blame,not specified,not_applicable,neutral,routine_adjustment
aapl13_securityvalue_increase_securityvalue_missing_date,stocks mixed this california builder breaks out what to watc | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,neutral,routine_adjustment
aapl13_securityvalue_increase_securityvalue_missing_date,stocks mixed this california builder breaks out what to watc | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,X,7,no blame,not applicable,not_applicable,neutral,opportunity
